flat_type,flat_price,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking
4,9.25,44,2060,3,1,4,3,3,1
3,3.45,32,1209,3,1,3,3,1,1
2,1.6,28,650,3,2,2,2,0,1
2,2.2,32,1050,3,1,2,2,0,1
1,0.6,1,650,1,1,1,2,2,1
4,8.1,7,2511,1,2,4,5,3,1
3,2.25,68,1052,3,1,3,2,3,1
3,1.8,1,1500,1,1,3,3,4,1
3,2.6,4,1250,4,1,3,3,0,1
2,2.8,29,960,4,1,2,2,0,1
1,0.6,1,675,1,1,1,2,2,1
1,0.27,39,585,1,2,1,1,1,1
3,4.7,2,1500,3,1,3,3,0,1
3,4.45,2,1800,3,2,3,3,1,1
3,4.75,27,1300,1,3,3,3,0,1
3,3.8,14,1455,3,2,3,3,0,1
2,1.7,21,1100,4,2,2,2,1,1
1,1.11,21,600,3,1,1,2,0,1
1,1.2,25,460,1,3,1,1,0,1
4,10.5,44,2500,1,1,4,1,0,1
1,1.08,3,465,1,2,1,2,0,1
1,1.0,15,585,4,2,1,2,0,2
2,0.48,24,640,3,2,2,2,3,1
1,0.37,18,530,1,1,1,2,1,1
1,0.79,1,740,1,1,1,2,3,1
3,1.95,31,1450,4,2,3,3,0,2
2,4.2,53,850,1,3,2,2,0,1
4,6.25,15,2600,4,3,4,4,5,1
2,0.95,1,1000,4,2,2,4,0,1
2,1.55,21,735,2,3,2,2,0,1
4,8.5,7,2511,1,2,4,5,3,1
3,2.15,20,1300,3,2,3,3,0,1
1,0.95,2,610,4,3,1,2,1,2
1,1.17,29,515,2,3,1,2,0,2
3,2.7,21,912,1,1,3,3,0,1
1,0.21,24,500,1,2,1,2,1,1
1,0.3,24,600,3,1,1,2,2,1
1,1.05,15,580,3,1,1,2,0,1
1,1.47,19,580,4,1,1,1,0,1
3,10.0,17,1845,1,1,3,3,1,1
3,3.54,8,1350,1,2,3,3,4,1
3,4.0,55,1100,1,1,3,3,1,1
4,3.2,29,1650,3,1,4,4,0,1
3,6.75,50,1800,1,1,3,3,3,1
1,1.45,52,400,4,1,1,1,0,2
2,2.85,59,1290,3,2,2,2,0,1
2,0.5,24,850,1,1,1,3,0,1
2,4.5,11,1500,1,1,2,2,1,1
3,2.65,29,1300,4,1,3,3,0,1
2,1.85,59,812,1,2,2,2,0,1
1,0.32,18,510,1,1,1,2,1,1
3,2.65,15,1350,4,1,3,3,0,1
2,1.5,21,928,4,1,2,2,0,1
4,11.5,11,3000,1,1,4,5,4,1
1,0.32,24,610,3,2,1,1,2,1
1,0.35,24,610,1,2,1,1,2,1
2,2.25,14,960,1,1,2,2,0,1
2,1.02,12,561,3,1,2,2,0,2
1,0.85,1,720,1,3,1,2,3,1
2,1.6,29,620,3,2,2,2,0,2
3,10.1,17,1845,1,1,3,3,1,1
1,0.95,20,600,3,2,1,2,0,1
2,1.7,51,850,3,2,2,2,0,1
3,3.85,28,1100,2,2,3,1,0,1
1,0.27,39,590,1,2,1,2,1,1
1,0.36,18,650,3,2,1,1,2,2
2,1.65,15,790,1,1,2,2,0,1
2,2.7,35,1050,1,1,2,2,0,1
2,0.76,6,860,4,1,2,2,0,2
3,6.7,14,1579,3,1,3,2,1,1
1,0.32,24,500,3,2,1,2,2,1
2,1.3,22,624,2,3,2,2,0,1
1,1.5,53,450,4,1,1,1,0,2
1,0.58,9,410,1,2,1,1,0,1
4,10.0,12,2500,3,1,4,4,3,1
3,1.05,1,900,1,1,3,3,3,1
1,0.3,24,590,1,1,1,3,0,2
2,1.2,12,625,3,1,2,2,0,1
1,0.31,24,610,1,1,1,1,0,1
2,0.54,39,900,3,1,1,3,0,1
3,11.0,11,2800,1,1,3,4,3,1
3,6.0,30,1500,4,1,3,1,0,1
3,3.3,21,2000,1,2,3,3,0,1
3,2.4,28,1300,4,2,3,3,0,1
2,2.5,28,750,3,2,2,2,0,1
3,8.7,11,2850,3,3,3,4,3,1
1,1.1,31,700,4,3,1,1,0,1
2,2.4,11,650,1,3,2,2,0,1
3,13.5,72,1800,2,1,3,3,0,1
4,2.4,13,1800,4,2,4,4,4,1
4,8.5,7,4690,1,1,4,4,0,1
2,1.25,12,640,3,2,2,2,0,1
1,1.09,29,590,3,2,1,2,0,2
3,9.8,42,1500,2,3,3,3,0,1
3,5.75,44,1500,1,3,3,3,1,1
2,3.75,73,1300,3,2,2,2,0,1
2,1.75,21,1010,4,1,2,2,0,1
2,1.2,1,1060,4,3,2,3,0,1
2,2.2,15,960,3,2,2,2,0,1
1,0.61,1,820,1,1,1,2,2,1
3,2.6,22,950,4,1,3,3,0,1
4,7.0,2,3350,1,3,4,3,1,1
2,1.87,4,795,1,1,2,2,0,1
3,6.5,44,1600,4,1,3,3,3,1
3,10.0,23,1400,1,1,3,3,0,1
3,2.85,13,1600,1,1,3,2,4,1
2,1.15,1,972,1,1,2,2,0,1
3,7.0,14,1802,3,1,3,2,1,1
3,9.24,7,1950,3,1,3,2,2,1
4,7.0,28,2100,1,3,4,5,0,1
1,1.0,15,585,4,2,1,1,0,2
2,1.45,9,900,4,1,2,1,0,1
3,5.2,7,1335,1,2,3,3,2,1
2,1.75,15,825,1,3,2,2,0,1
3,4.5,2,1560,3,2,3,3,3,1
3,2.1,22,1560,1,1,3,1,0,1
1,1.0,15,610,4,2,1,2,1,2
3,8.5,30,2000,1,3,3,1,0,1
2,3.08,4,1395,1,1,2,1,0,1
2,1.7,15,930,1,2,2,2,0,1
3,6.58,30,1315,3,2,3,3,0,1
1,0.35,24,570,3,2,1,2,2,1
2,1.95,6,837,3,2,2,2,0,1
5,6.45,8,2400,4,3,5,5,2,1
1,2.0,43,650,3,1,1,2,0,1
2,1.35,14,720,1,2,2,2,0,2
1,0.71,1,750,1,2,1,2,3,2
1,0.65,3,313,3,2,1,2,0,1
3,2.5,14,1500,1,1,3,2,1,1
4,5.8,79,1880,1,3,4,3,1,1
3,5.1,28,1900,1,2,3,3,0,1
3,2.26,22,950,4,1,3,3,0,1
2,3.6,28,1000,4,1,2,1,0,1
2,2.4,22,1140,4,1,2,2,1,1
2,0.8,46,930,1,1,2,2,0,1
3,8.0,35,1431,1,1,3,3,0,2
2,2.0,22,1237,3,2,2,2,1,1
3,2.3,21,859,3,2,3,3,0,1
2,0.98,15,609,1,2,2,2,0,1
2,0.75,6,764,4,1,2,2,1,1
2,2.18,15,851,3,1,2,2,1,1
5,9.0,30,2040,1,1,5,5,0,1
3,4.0,55,1200,1,1,3,3,0,1
2,1.05,1,900,1,1,2,2,3,1
5,6.15,7,2625,4,1,5,5,1,1
1,1.95,19,600,1,1,1,1,1,1
1,1.1,29,600,4,3,1,2,0,1
2,1.55,32,700,3,1,2,2,0,1
3,8.75,68,1350,1,2,3,2,2,1
2,4.65,23,1000,3,1,2,1,0,1
2,1.15,5,1100,1,1,2,2,1,1
3,2.55,62,950,3,1,3,3,0,1
3,4.35,14,1560,1,1,3,2,2,1
3,1.95,15,1255,1,1,3,2,1,1
3,4.25,21,1386,3,2,3,2,1,1
2,3.99,30,878,3,2,2,2,0,1
1,0.85,14,450,1,2,1,2,0,1
2,2.7,35,1000,1,1,2,2,0,1
2,2.95,30,1000,4,1,2,3,0,1
1,0.54,20,421,4,2,1,1,0,1
3,12.0,64,1725,1,3,3,3,0,1
2,2.1,21,805,3,2,2,2,1,1
4,18.0,23,4500,1,3,4,3,0,1
1,1.85,55,490,3,1,1,1,1,1
1,0.96,32,551,1,1,1,1,0,1
2,1.8,14,700,1,1,2,2,0,1
2,0.62,5,750,1,2,2,2,1,1
3,2.4,6,996,3,2,3,3,0,1
3,3.2,7,1481,1,1,3,2,3,1
3,2.25,29,854,1,2,3,3,1,1
1,1.3,8,600,3,1,1,2,0,1
2,1.21,1,1030,4,1,2,2,0,1
1,1.05,20,550,4,2,1,2,0,2
3,8.0,30,1500,4,1,3,3,0,1
3,3.51,8,1400,3,2,3,3,1,1
3,7.92,30,1881,2,1,3,3,2,1
1,0.9,15,525,4,2,1,1,0,2
1,0.75,20,550,4,2,1,1,0,2
4,4.43,2,1335,3,2,4,4,1,1
3,3.1,22,1240,3,2,3,3,1,1
2,0.72,18,1020,3,1,2,2,2,1
3,2.1,20,1020,4,2,3,2,0,1
1,0.9,12,648,1,2,1,2,0,2
1,0.32,18,663,1,1,1,1,1,1
1,0.58,6,545,1,3,1,1,1,1
2,1.35,1,1100,1,1,2,2,3,1
4,11.0,53,3000,4,1,4,5,0,1
3,3.4,6,1250,3,2,3,3,0,1
2,0.46,18,850,1,1,2,2,2,1
2,0.36,18,850,1,2,2,2,1,1
3,7.3,30,2750,4,3,3,3,0,1
3,2.35,7,1350,3,2,3,2,0,1
3,7.2,42,1600,1,1,3,4,0,1
2,0.32,46,750,4,1,2,1,0,2
3,5.75,44,1400,3,2,3,3,1,1
2,1.35,20,750,3,2,2,2,0,1
1,1.05,29,650,2,1,1,1,0,1
2,1.9,31,890,3,2,2,2,0,1
2,4.0,30,1200,2,1,2,2,0,1
3,5.5,7,2000,3,1,3,2,2,1
3,5.6,53,2100,4,1,3,2,0,1
2,1.95,7,780,1,2,2,2,0,1
3,4.4,19,1903,3,1,3,3,4,1
1,2.15,37,540,3,2,1,2,0,1
2,1.8,3,740,1,1,2,2,0,1
1,0.29,39,595,1,2,1,1,2,1
1,1.1,29,650,1,1,1,2,0,1
1,1.15,2,600,4,1,1,2,0,1
2,1.28,1,742,1,1,2,2,1,1
1,0.9,20,625,4,2,1,2,0,1
2,5.25,54,990,2,3,2,2,0,1
1,0.34,24,560,1,1,1,2,2,1
1,2.29,8,800,1,2,1,2,0,1
2,1.55,59,850,3,2,2,2,0,1
2,1.19,62,600,3,2,2,2,0,2
2,2.35,7,1150,1,2,2,2,1,1
4,3.55,8,2060,1,1,4,4,0,1
2,3.2,28,1000,1,1,2,1,0,1
3,3.3,14,1132,3,2,3,3,0,1
2,1.08,1,981,1,1,2,2,0,1
1,1.25,49,472,3,1,1,2,0,1
1,1.1,20,600,3,1,1,2,3,1
1,1.3,31,700,3,1,1,2,0,1
3,2.12,2,1300,3,2,3,3,0,1
2,3.65,61,900,1,3,2,2,0,1
1,0.52,20,410,4,2,1,2,0,2
3,5.0,7,1500,1,1,3,2,4,1
1,1.2,22,565,3,2,1,2,0,1
2,2.19,20,840,2,1,2,2,0,1
2,3.9,30,918,4,1,2,2,0,1
2,4.25,44,900,1,3,2,2,0,1
3,3.7,61,1100,4,3,3,2,0,1
1,0.92,2,560,4,2,1,2,0,2
3,2.5,51,1100,4,1,3,2,2,1
3,4.35,62,1600,3,2,3,4,1,1
1,1.15,22,500,4,1,1,1,1,1
2,1.78,6,711,1,2,2,2,0,1
2,2.35,6,800,1,1,2,2,0,1
2,1.75,29,1100,1,2,2,2,0,1
3,2.8,15,1545,4,1,3,3,0,1
2,2.3,8,1050,1,3,2,2,0,1
2,2.4,14,1200,1,1,2,2,1,1
4,17.6,17,2455,1,1,4,4,1,1
2,2.9,27,763,4,3,2,2,0,1
3,4.99,53,1250,1,2,3,1,0,1
2,1.65,15,860,1,1,2,2,0,2
2,0.7,18,1150,1,1,2,2,1,1
2,1.55,59,750,4,2,2,2,0,1
3,4.6,28,1295,4,2,3,2,1,1
2,1.65,22,900,4,1,2,2,0,1
1,1.1,20,500,1,1,1,2,0,1
3,4.75,53,2187,1,2,3,2,1,1
2,2.25,28,736,3,2,2,2,0,1
2,1.49,32,650,1,2,2,2,0,1
1,0.4,6,425,4,3,1,1,1,1
2,4.25,30,1100,1,1,2,2,0,1
3,3.85,74,1502,4,1,3,2,1,1
2,1.9,14,1121,1,2,2,2,0,1
1,1.1,29,417,3,2,1,2,1,1
2,1.85,7,1050,1,1,2,2,0,1
3,3.08,3,1382,1,1,3,3,3,1
1,0.65,21,450,1,1,1,1,0,1
2,2.3,26,720,3,1,2,2,1,1
2,1.75,6,850,3,1,2,2,0,1
1,0.84,20,700,1,2,1,2,0,1
1,0.95,15,680,4,1,1,2,1,1
1,0.72,32,475,1,1,1,2,0,2
3,3.6,21,1127,1,1,3,3,0,1
2,1.5,22,850,2,1,2,2,0,1
1,1.0,31,500,4,3,1,2,0,1
1,1.25,14,550,1,1,1,1,0,2
1,0.8,1,800,1,2,1,2,3,2
2,1.83,2,775,1,2,2,2,0,1
4,8.0,22,2800,1,1,4,4,0,1
1,0.21,39,555,1,1,1,1,3,1
1,0.32,39,609,1,2,1,3,0,1
2,2.5,7,1190,4,2,2,2,0,1
3,1.9,20,1000,1,1,3,2,0,1
4,12.0,19,2500,1,1,4,2,0,1
2,3.13,6,1113,1,2,2,2,2,1
4,9.0,37,2300,1,1,4,4,0,1
2,3.95,55,883,3,2,2,2,0,1
1,1.0,29,600,2,2,1,1,0,2
1,1.15,21,510,3,1,1,2,0,1
2,1.6,21,800,3,3,2,2,0,1
3,2.0,3,773,1,1,3,3,1,1
1,0.25,78,535,1,1,1,1,1,1
2,2.25,8,1000,1,2,2,2,1,2
2,2.05,6,1100,4,2,2,2,0,1
1,0.34,24,547,1,2,1,1,2,1
2,2.5,15,1200,1,1,2,2,3,1
4,7.2,19,2670,3,1,4,4,4,1
3,10.33,11,2065,1,3,3,3,3,1
2,0.75,1,710,1,2,2,2,2,1
1,1.05,2,480,3,3,1,2,0,2
1,1.7,28,665,4,2,1,2,0,1
2,2.25,14,1112,3,2,2,2,1,1
1,0.27,39,595,1,2,1,1,2,1
2,2.5,28,750,3,2,2,2,0,1
2,3.5,23,900,4,3,2,2,0,2
2,1.7,28,550,3,2,2,2,0,1
2,1.05,70,750,1,1,2,2,1,1
2,1.7,4,950,4,1,2,2,0,1
2,1.35,1,1188,3,1,2,2,2,1
3,2.4,15,1330,1,2,3,3,0,1
1,1.25,8,650,1,1,1,2,0,1
3,6.5,55,1200,3,2,3,3,1,1
3,3.51,2,1320,2,1,3,2,0,2
3,3.43,21,1650,3,2,3,3,1,1
2,3.3,19,1164,1,1,2,2,1,1
3,3.8,2,1380,3,2,3,3,0,1
3,2.85,28,1250,4,2,3,1,0,1
2,1.98,29,855,3,2,2,1,0,1
3,6.0,17,1049,1,2,3,3,0,1
1,1.08,3,600,3,1,1,1,0,1
2,4.74,11,893,1,1,2,1,0,1
4,4.52,14,1650,1,2,4,2,0,1
3,2.75,51,1250,3,2,3,3,1,1
1,1.1,31,650,3,1,1,2,0,2
3,8.1,11,2600,3,3,3,3,1,1
2,1.05,56,1100,3,1,2,2,3,1
3,4.25,29,1600,1,1,3,3,0,1
1,1.1,14,495,3,2,1,2,0,1
2,0.42,39,940,1,1,2,1,2,1
2,1.36,3,621,1,2,2,2,1,1
3,2.81,7,1500,1,2,3,2,1,1
3,2.9,21,1360,3,2,3,3,0,1
1,0.31,24,560,1,1,1,1,2,1
3,3.2,6,1700,1,3,3,3,1,1
3,8.5,11,1450,1,2,3,2,1,1
1,1.49,11,680,3,2,1,2,0,2
3,4.4,6,987,1,1,2,1,0,1
2,0.95,1,1020,1,1,2,2,2,1
2,1.3,29,1000,1,2,2,2,0,1
2,1.3,1,1400,4,3,2,2,4,1
1,0.36,18,610,3,1,1,2,1,1
2,1.2,13,1000,4,1,2,2,2,1
2,0.89,1,1050,3,1,2,2,2,1
2,0.78,5,870,1,1,2,2,2,1
3,4.55,6,950,1,1,3,2,0,1
2,2.4,57,880,4,2,2,2,0,1
2,2.55,15,787,1,1,2,2,1,1
2,1.7,21,696,4,2,2,2,0,1
3,10.25,64,1800,2,3,3,3,0,1
3,4.6,19,1596,1,1,3,2,2,1
2,2.65,25,1100,4,1,2,3,0,1
3,2.95,59,1312,3,1,3,3,1,1
3,5.75,73,1470,1,1,3,3,0,1
3,0.85,6,1105,1,1,3,3,3,1
1,0.27,39,575,1,1,1,1,1,1
1,0.4,18,590,3,2,1,2,2,1
3,3.25,14,1300,1,2,3,2,0,1
1,0.8,3,530,3,2,1,1,0,1
1,1.25,17,350,1,2,1,1,0,1
2,1.92,15,996,3,2,2,2,0,1
1,0.36,18,500,4,1,1,1,2,1
2,3.35,7,1250,3,1,2,2,1,1
1,0.8,1,700,1,1,1,2,3,2
1,0.29,18,620,1,2,1,1,1,1
1,0.93,9,580,1,2,1,2,0,1
3,2.96,21,1049,1,1,3,3,0,1
2,2.6,22,1200,1,1,2,2,2,1
2,1.4,59,937,1,1,2,2,0,1
2,0.28,65,840,1,2,2,1,3,1
2,2.0,14,713,1,1,2,2,0,1
1,1.8,19,677,1,1,1,1,2,1
2,0.9,1,900,1,2,2,2,4,2
1,0.78,40,650,4,1,1,1,0,1
1,0.9,62,400,3,1,1,2,0,1
2,1.65,15,780,1,3,2,2,1,1
1,1.15,22,490,1,1,1,1,0,2
3,4.65,38,1200,1,1,3,3,0,1
2,2.45,9,900,1,2,2,2,0,1
2,1.81,9,850,4,3,2,2,1,2
1,0.23,39,500,4,2,1,1,1,1
4,4.0,4,1920,4,1,4,3,0,1
1,0.97,8,520,1,2,1,2,1,2
3,3.2,8,1305,3,1,3,3,4,1
3,5.0,25,1450,3,1,3,5,4,1
2,2.28,21,780,1,1,2,2,0,1
2,2.1,15,1015,4,1,2,2,2,1
1,0.45,48,400,4,2,1,1,2,1
1,0.88,3,500,1,2,1,2,0,2
2,0.94,5,1041,1,2,2,2,1,1
1,1.4,62,575,1,1,1,1,0,2
1,1.25,7,650,1,2,1,1,0,1
3,6.7,52,1600,3,1,3,2,0,1
2,0.36,24,950,1,1,2,2,0,1
2,1.7,29,785,1,1,2,2,0,1
3,0.85,18,1265,1,2,3,3,3,2
4,10.33,30,2500,3,1,4,4,0,1
1,0.9,14,350,1,2,1,2,0,2
3,3.4,28,1400,1,2,3,3,1,1
2,2.0,11,710,3,1,2,2,1,1
3,3.7,8,1250,1,1,3,3,2,1
1,0.85,51,550,2,2,1,2,0,2
3,4.92,12,1880,1,1,3,3,0,1
1,1.0,31,550,2,1,1,2,0,2
2,1.11,48,680,2,1,2,2,0,1
2,4.0,44,1025,2,3,2,2,0,1
2,1.75,2,720,4,2,2,2,0,1
2,0.95,1,1060,3,1,2,2,4,1
1,0.99,20,450,3,2,1,2,0,2
2,0.62,18,885,3,1,2,2,2,1
3,3.04,60,650,1,1,3,3,0,2
1,1.05,31,550,1,2,1,2,0,1
1,0.6,13,375,3,1,1,1,0,2
2,1.65,21,950,1,2,2,2,1,1
4,4.29,20,1500,3,2,4,4,0,1
1,0.45,1,396,3,2,1,2,1,1
1,1.1,9,600,1,2,1,1,0,1
1,0.28,39,560,1,1,1,1,3,1
3,2.1,20,988,3,2,3,3,3,1
3,3.86,68,890,1,1,3,2,0,1
1,0.34,24,610,1,2,1,2,1,1
2,2.65,7,1000,1,2,2,2,1,1
3,3.6,20,1700,4,1,3,3,1,1
2,1.93,59,1080,1,1,2,2,0,1
3,6.5,53,1550,1,3,3,3,3,1
4,4.75,14,2100,1,1,4,4,0,1
3,5.25,11,1350,1,1,3,3,0,1
1,0.63,1,675,1,1,1,2,3,1
4,9.6,30,2100,3,2,4,1,0,1
2,2.31,21,1080,1,2,2,2,0,1
1,0.96,7,600,4,1,1,2,0,1
3,13.5,28,2500,1,3,3,4,1,1
2,2.15,7,880,1,1,2,2,0,1
3,4.5,2,1500,1,2,3,3,0,1
2,2.58,7,888,1,3,2,2,1,1
1,1.36,7,550,3,1,1,2,0,1
3,3.85,31,1550,1,1,3,3,1,1
1,1.8,27,753,1,2,1,2,0,1
1,0.96,22,450,3,2,1,2,0,1
1,0.65,1,675,3,2,1,2,2,1
3,4.5,2,1550,3,2,3,3,1,1
3,5.25,7,2000,1,2,3,3,1,1
2,1.5,21,750,2,1,2,2,0,1
3,4.89,2,1552,3,2,3,3,0,1
3,7.5,11,2400,1,3,3,3,0,1
2,1.5,29,750,1,3,2,2,0,1
2,1.85,21,1025,1,3,2,2,1,1
1,1.7,27,550,3,2,1,2,0,1
3,5.0,28,1300,4,2,3,3,0,1
2,1.1,1,990,1,2,2,2,3,1
3,4.8,19,1550,1,1,3,2,4,1
3,8.0,7,2500,1,1,3,3,2,1
4,7.95,30,2263,1,1,4,4,0,1
3,3.75,79,1980,1,3,3,4,3,1
1,2.0,12,610,1,1,1,2,1,1
1,1.6,7,570,1,1,1,2,0,1
4,4.2,4,1920,4,1,4,3,0,1
3,1.7,1,1350,3,1,3,3,3,1
4,7.11,30,1393,3,2,4,4,1,1
2,1.6,49,700,4,1,2,2,1,1
1,1.6,19,630,1,2,1,2,2,1
2,1.75,31,870,1,1,2,2,0,1
1,0.7,1,610,3,1,1,2,3,1
1,1.35,29,528,1,1,1,2,0,2
3,2.8,79,1300,4,1,3,3,1,1
3,7.2,14,1782,3,1,3,2,1,1
1,1.2,31,590,4,2,1,1,0,2
3,5.0,30,1525,1,1,3,3,0,1
5,9.0,2,2500,1,1,5,4,3,1
3,5.75,44,1400,1,1,3,1,0,1
2,3.25,15,1360,1,1,2,3,1,1
3,2.34,20,1100,2,1,2,3,0,1
1,1.08,10,455,3,1,1,2,1,2
2,1.6,29,800,4,3,2,2,0,1
2,1.87,29,598,3,2,2,2,0,1
2,4.5,30,1000,1,2,2,2,0,1
2,0.62,18,950,1,1,2,2,2,1
2,1.35,1,1070,4,3,2,2,0,1
4,5.75,4,1910,1,1,4,3,0,1
3,3.65,7,1600,4,1,3,1,0,1
3,4.75,28,1500,4,2,3,3,0,1
3,3.5,14,1201,1,2,3,3,0,1
2,1.05,1,1123,1,3,2,2,4,1
2,1.75,15,1100,3,2,2,2,0,1
2,2.55,7,1050,1,1,2,2,1,1
3,4.55,21,1451,1,1,3,3,0,1
2,0.54,18,820,3,1,1,3,0,1
1,0.32,24,600,3,2,1,1,2,1
1,1.05,20,600,3,3,1,2,2,2
2,3.4,7,1250,1,1,2,2,0,1
1,2.5,60,660,4,2,1,2,0,1
3,0.75,18,1400,1,1,3,2,3,1
4,13.0,28,3300,1,3,4,4,4,1
2,0.49,18,950,1,1,1,3,0,1
2,2.15,15,916,3,2,2,2,1,1
1,2.1,11,650,1,2,1,2,0,2
3,5.0,44,1050,1,1,3,3,3,1
2,0.96,1,1020,3,1,2,2,3,1
3,3.65,2,1500,1,1,3,3,4,1
2,1.6,31,760,4,1,2,2,0,2
1,0.41,5,558,1,2,1,1,1,1
2,1.58,2,1023,3,2,2,2,1,1
1,0.53,1,570,4,1,1,2,0,1
1,1.4,25,600,3,2,1,2,0,1
2,2.1,14,850,3,1,2,1,0,1
3,0.85,6,1278,4,1,3,3,1,1
2,0.79,1,1050,3,1,2,2,3,1
2,2.65,14,995,3,1,2,2,1,1
1,0.25,24,550,1,1,1,2,1,1
2,1.56,31,930,4,1,2,2,0,1
1,1.2,14,650,3,2,1,2,0,2
6,9.0,21,4640,3,2,6,4,0,1
2,2.35,62,838,3,3,2,2,0,1
2,1.55,29,715,3,1,2,2,1,1
2,4.8,11,1100,1,1,2,2,0,1
1,0.34,24,630,1,2,1,1,3,1
1,0.43,18,765,3,1,1,1,2,1
1,1.4,29,560,1,1,1,1,0,1
1,1.2,14,600,4,3,1,2,0,2
2,1.86,29,1250,1,1,2,2,2,1
2,2.2,14,840,1,1,2,2,0,1
1,0.63,1,710,3,3,1,2,3,1
3,3.3,7,1365,4,2,3,2,0,1
2,1.41,15,990,3,3,2,2,0,1
2,1.57,32,564,1,1,2,2,0,1
1,1.45,8,650,5,1,1,2,0,1
2,1.7,14,780,3,2,2,2,0,1
2,2.85,28,1400,1,2,2,2,1,1
2,3.25,7,1100,2,3,2,2,1,1
2,3.8,17,1000,3,1,2,2,0,1
3,2.6,29,1200,3,2,3,3,0,1
1,1.25,15,802,3,2,1,2,1,1
2,1.5,62,800,3,1,2,2,1,1
2,2.25,2,1000,1,1,2,2,0,1
2,2.65,7,1250,1,1,2,2,1,1
1,1.35,34,550,4,1,1,1,1,1
3,7.25,68,1600,1,1,3,2,0,1
2,1.4,15,820,1,3,2,2,0,1
2,1.9,7,1100,2,1,2,2,1,1
4,10.0,30,1700,1,1,4,4,0,1
3,2.85,15,1225,4,3,3,3,0,1
1,1.19,22,574,3,2,1,2,0,1
3,2.65,28,987,1,2,3,2,0,1
2,3.35,7,1050,1,1,2,2,1,1
1,0.29,16,600,1,1,1,1,2,1
1,0.3,18,600,1,1,1,2,1,1
4,6.5,28,1800,1,1,4,4,0,1
1,0.35,24,570,1,2,1,2,3,1
1,1.22,31,650,3,1,1,2,0,1
2,1.9,22,980,3,2,2,2,0,1
1,1.08,6,550,1,3,1,2,1,1
1,0.8,1,650,1,1,1,2,0,1
3,4.0,6,1081,1,2,3,2,0,1
3,3.4,37,900,4,1,3,2,0,1
3,8.0,19,2200,4,1,2,1,0,1
3,4.7,8,1450,3,1,3,3,1,1
1,0.62,1,685,1,2,1,2,3,1
4,7.3,28,2250,1,2,4,4,3,1
3,4.25,3,1448,1,2,3,2,1,1
2,1.4,14,650,3,2,2,2,0,1
2,1.7,21,800,1,2,2,2,0,1
2,2.8,19,1110,1,1,2,2,2,1
3,6.0,17,1850,4,2,3,2,0,1
1,1.3,8,600,3,1,1,2,0,1
1,1.6,4,600,1,3,1,2,0,2
4,9.39,28,3300,1,1,4,4,2,1
3,1.35,5,1320,1,1,3,3,3,1
1,0.28,39,572,1,1,1,1,2,1
2,1.6,13,1063,3,1,2,2,0,1
1,0.28,18,750,1,1,1,1,1,1
2,2.1,21,1155,3,1,2,2,0,1
2,0.7,46,1000,1,2,2,2,0,1
1,0.7,1,700,1,1,1,2,3,2
1,0.75,9,338,1,2,1,2,0,1
4,4.15,21,1980,1,3,4,3,1,1
2,1.79,66,830,3,2,2,2,1,1
2,1.6,21,765,2,1,2,2,0,1
2,1.46,20,850,1,2,2,2,0,1
1,0.23,39,590,1,1,1,1,1,1
3,3.01,59,1800,3,1,3,3,1,1
2,2.05,29,1100,1,2,2,2,4,1
2,1.15,1,1050,1,1,2,2,2,1
1,0.75,1,550,3,1,1,2,2,2
1,1.1,66,550,4,1,1,1,0,1
1,0.75,1,750,1,2,1,2,3,2
1,0.28,39,595,1,1,1,1,3,1
2,1.08,1,1050,1,1,2,2,3,1
1,1.71,22,750,3,2,1,1,0,1
3,4.75,30,1450,4,1,3,2,0,1
2,1.8,21,1000,1,3,2,2,1,1
2,1.95,59,950,3,2,2,2,0,1
1,0.36,24,609,3,2,1,2,3,1
3,9.0,43,1850,1,3,3,4,0,1
2,2.15,21,1080,1,1,2,2,0,1
2,1.52,20,1020,1,2,2,2,0,1
3,5.2,2,1250,3,2,3,1,0,1
2,1.85,15,710,3,2,2,2,0,1
3,2.25,21,1350,1,1,3,2,0,1
2,1.3,1,1150,3,1,2,2,2,1
2,2.1,15,1050,1,1,2,2,0,1
1,1.05,9,500,1,3,1,2,0,1
1,1.05,15,585,4,1,1,1,0,1
2,2.4,17,750,1,1,2,3,0,1
2,1.91,8,875,1,2,2,2,0,1
1,1.01,3,575,1,1,1,2,0,1
3,4.5,21,1650,3,2,3,3,1,1
1,1.3,31,500,3,2,1,2,0,1
1,0.7,1,756,3,1,1,2,3,1
2,2.6,25,720,1,1,2,2,0,1
2,1.49,14,528,1,1,2,2,1,1
3,3.55,9,1260,3,2,3,1,0,1
2,1.15,1,1050,4,2,2,2,2,1
4,10.0,42,1900,2,3,4,4,3,1
2,1.6,9,650,1,3,2,2,0,1
3,4.8,17,1850,1,1,3,4,0,1
1,1.3,14,730,4,1,1,2,0,1
1,0.49,1,560,4,1,1,1,0,1
4,3.85,21,1325,3,1,4,3,1,1
3,3.55,21,1239,3,1,3,3,1,1
2,3.4,8,1150,3,1,2,2,1,1
1,1.0,14,550,3,2,1,2,0,1
2,1.7,14,756,1,1,2,2,0,2
1,2.6,44,625,4,3,1,1,0,1
2,2.25,49,900,1,3,2,2,1,1
2,0.87,36,850,3,1,2,4,0,2
2,1.6,29,700,1,1,2,2,0,1
4,11.4,42,2800,1,1,4,5,0,1
